artworkTitle,artistName,nationality,birthDate,deathDate,dateOfEndOfCreation,medium,dimensions,classification,creditLine,accessionNumber
Design for Autumn Landscape window,Louis Comfort Tiffany,American,1848,1933,1923,"Watercolor, ink, and gouache on paper",18 1/4 x 13 1/2 in. (46.4 x 34.3 cm),Drawings,"Gift of Robert W. de Forest, 1925, transferred from Archives, 1958",58.658
Children in Woods,Frank W. Benson,American,1862,1951,1905,Oil on canvas,32 x 30 in. (81.3 x 76.2 cm),Paintings,"Bequest of Miss Adelaide Milton de Groot (1876?967), 1967",67.187.210
Helen Boyer,Edwin Dickinson,American,1891,1978,1947,Oil on canvas,"H. 15-1/8, W. 14-1/8 in. (38.4 x 35.9 cm)",Paintings,"Gift of Betty Stebman, 1999",1999.465.2
Book of Hours: 1890,Sabina Ott,American,1955,0,1984,Oil on canvas,"Overall: H. 60, W. 138 inches (152.4 x 350.5 cm.)",Paintings,"Purchase, Rhea Blackwood Gift and The Cowles Charitable Trust Gift, in memory of Gardner Cowles, 1988",1988.218a-c
The Pride of the Village,Henry Peters Gray,American,1819,1877,1859,Oil on canvas,30 1/4 x 25 1/4 in. (76.8 x 64.1 cm),Paintings,"Gift of William Church Osborn, 1949",49.166
Holy Mountain IV,Horace Pippin,American,1888,1946,1946,Oil on canvas,"H. 26, W. 36 inches (66 x 91.4 cm.)",Paintings,"Bequest of Jane Kendall Gingrich, 1982",1982.55.2
Grand Central Station,Colin Campbell Cooper,American,1856,1937,1909,Oil on canvas,33 x 44 3/4 in. (83.8 x 113.7 cm),Paintings,"Gift of the family of Colin Campbell Cooper, in memory of the artist and his wife, 1941",41.22
'La Vie en Rose',Joan Mitchell,American,1926,1992,1979,Oil on canvas,"Overall (4 panels): H. 110-3/8, W. 268-1/4 inches (280.4 x 681.4 cm.) see Notes for each panel dimension",Paintings,"Anonymous Gift and Purchase, George A. Hearn Fund, by exchange, 1991",1991.139a-d
Kalamazoo in Winter,Philip Evergood,American,1901,1973,1942,"Oil-casein emulsions on linen, mounted on plywood","H. 30, W. 35 inches (76.2 x 88.9 cm.)",Paintings,"Arthur Hoppock Hearn Fund, 1942",42.165
Egbert Benson,John Vanderlyn,American,1775,1852,1794,Oil on canvas,29 3/4 x 23 7/8 in. (75.6 x 60.6 cm),Paintings,"Bequest of Alphonso T. Clearwater, 1933",33.120.619
The Sewer,William P. Chappel,American,1800,1880,1870,Oil on slate paper,6 1/8 x 9 1/4 in. (15.6 x 23.5 cm),Paintings,"The Edward W. C. Arnold Collection of New York Prints, Maps, and Pictures, Bequest of Edward W. C. Arnold, 1954",54.90.508
Landscape with Cows,Arthur B. Davies,American,1862,1928,0,"Watercolor, pastel, graphite, and gouache on blue laid paper",12 5/8 x 9 9/16 in. (32.1 x 24.3 cm),Drawings,"Bequest of Susan Dwight Bliss, 1966",67.55.137
Study for 'Flanders',Franz Kline,American,1910,1962,1961,Ink and oil on paper,"H. 9, W. 7-1/8 inches (22.9 x 18.1 cm.)",Drawings,"Gift of Ren閑 and David McKee, 1984",1984.554.2
"The Alhambra, Granada, Spain",John Ferguson Weir,American,1841,1926,1901,Oil on canvas,36 1/4 x 46 1/2 in. (92.1 x 118.1 cm),Paintings,"Gift of David T. Owsley, 1964",64.119
Lake Como,Thomas Moran,MetDoesntKnow,1837,1926,1867,Oil on canvas,40 x 34 1/2 in. (103.5 x 87.6 cm),Paintings,"Bequest of Emily Buch, 1963",64.198.5
Brock Livingston Delaplaine,William Russell Birch,MetDoesntKnow,1755,1834,1817,Enamel on copper,Sight: 3 x 2 1/2 in. (7.6 x 6.4 cm),Paintings,"Maria DeWitt Jesup Fund, 1985",1985.141.12
"Open Series, Number 14",Ford Crull,American,1952,0,1989,"Oil, oilstick, and graphite on paper","H. 50, W. 38-3/4 inches (127 x 98.4 cm.)",Drawings,"Van Day Truex Fund, 1991",1991.12.2
Mrs. Manigault Heyward (Susan Hayne Simmons),Robert Fulton,American,1765,1815,1813,Watercolor on ivory,3 21/32 x 2 13/16 in. (9.3 x 7.1 cm),Paintings,"Rogers Fund, 1914",14.135
Design for a mosaic ceiling,Louis Comfort Tiffany,American,1848,1933,0,"Watercolor, graphite, gold paint and possibly gouache on board in mat",Overall: 14 3/4 x 18 in. (37.5 x 45.7 cm) Design: 20 1/2 x 27 in. (52.1 x 68.6 cm),Drawings,"Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967",67.654.67
Mediterranean,Avel de Knight,American,1924,1995,1966,Gouache on cardboard,"H. 35-3/4, W. 30-1/4 inches (90.8 x 76.8 cm.)",Drawings,"Gift of The American Watercolor Society, 1967",67.123.1
Senator Elihu Root,John Christen Johansen,American,1876,1964,1926,Oil on canvas,56 x 38 1/4 in. (142.2 x 97.2 cm),Paintings,"Gift of the Trustees of the Museum, 1926",26.190
Cyrus Mansfield,Samuel F. B. Morse,American,1791,1872,1808,Watercolor on ivory in leatherette case with silk lining,2 5/8 x 1 5/16 in. (6.8 x 4.9 cm),Paintings,"Gift of Gloria Manney, 2006",2006.235.114
The Cathedrals of Broadway,Florine Stettheimer,American,1871,1944,1929,Oil on canvas,"H. 60-1/8, W. 50-1/8 inches (152.7 x 127.3 cm.)",Paintings,"Gift of Ettie Stettheimer, 1953",53.24.3
My Brother Inside My Head,Jim Dine,American,1935,0,1961,Watercolor and gouache on paper,"H. 17, W. 12 inches (43.2 x 30.5 cm.)",Drawings,"Gift of Stanley Posthorn, 1995",1995.516.1
Naples,Samuel Colman,American,1832,1920,0,"Watercolor, gouache, and graphite on dark brown wove paper",5 3/8 x 7 15/16 in. (13.7 x 20.2 cm),Drawings,"Gift of Mr. and Mrs. Stuart P. Feld, 1980",1980.511.11
Harlem River,Ernest Lawson,MetDoesntKnow,1873,1939,1913,Oil on canvas,25 1/4 x 30 1/8 in. (64.1 x 76.5 cm),Paintings,"Bequest of Miss Adelaide Milton de Groot (1876?967), 1967",67.187.132
"Baseball Game, Long Island",Louis Bouch?,American,1896,1969,1939,Oil on canvas,20 x 25 1/2in. (50.8 x 64.8cm) 26 1/2 x 32 x 1 5/8 in. (67.3 x 81.3 x 4.1 cm) (Frame),Paintings,"George A. Hearn Fund, 1940",40.48.2
Edward Robinson,John Singer Sargent,American,1856,1925,1903,Oil on canvas,56 1/2 x 36 1/4 in. (143.5 x 92.1 cm),Paintings,"Gift of Mrs. Edward Robinson, 1931",31.60
Portrait of a Gentleman,William Verstille,MetDoesntKnow,1757,1803,1785,Watercolor on ivory,1 7/16 x 1 in. (3.7 x 2.5 cm),Paintings,"Maria DeWitt Jesup Fund, 1992",1992.311.1
Road to Kiowa: Study for The Passion of Carry Nation,Edward Laning,American,1906,1981,1936,"Ink, wash and oil on paper","H. 9-5/8, W. 11-5/8 inches (24.4 x 29.5 cm.)",Drawings,"Rogers Fund, 1964",64.78
Kaaterskill Falls for Frank Moore and Dan Hodermarsky (Mass MoCA #11),Stephen Hannock,American,1951,0,2005,"Acrylic, alkyd and oil glazes with collage elements on canvas",108 x 96 in. (274.3 x 243.8 cm),Paintings,"Gift of David B. Williams, 2007",2007.333
Mrs. George P. Burne,John Wood Dodge,MetDoesntKnow,1807,1893,1852,Watercolor on ivory,Sight: 2 7/16 x 1 15/16 in. (6.2 x 4.9 cm),Paintings,"Rogers Fund, 1946",46.14
"Sunset on Mount Chocorua, New Hampshire",William Trost Richards,American,1833,1905,1872,"Watercolor, gouache, and graphite on gray-green wove paper",8 1/8 x 14 3/16 in. (20.6 x 36 cm),Drawings,"Gift of The Reverend E. L. Magoon, D.D., 1880",80.1.10
Sleeping Girl,Raphael Soyer,MetDoesntKnow,1899,1987,1948,Oil on canvas,"H. 30, W. 41 inches (76.2 x 104.1 cm.)",Paintings,"George A. Hearn Fund, 1948",48.31.1
Augusta Sewing Before a Window,Mary Cassatt,American,1844,1926,1910,Oil on canvas,31 3/4 x 23 3/4 in. (80.6 x 60.3 cm),Paintings,"From the Collection of James Stillman, Gift of Dr. Ernest G. Stillman, 1922",22.16.19
Book of Hours: Winter,Sabina Ott,American,1955,0,1985,Oil on canvas,"H. 54, W. 48 inches (137.2 x 122 cm.)",Paintings,"Edith C. Blum Fund, 1985",1985.257ab
"The Fable of the Miller, His Son, and the Donkey",Elihu Vedder,American,1836,1923,1868,Oil on canvas,6 1/2 x 10 3/4 in. (16.5 x 27.3 cm),Paintings,"Gift of John V. and Enza Tomassi Kiskis, 1992",1992.205.9
Crest of Pillar,Morris Louis,American,1912,1962,1961,Magna on canvas,91 x 30 in. (231.1 x 76.2cm),Paintings,"Gift of The Woodward Foundation, 1976",1976.250.1
Monumentality,Gertrude Glass Greene,American,1904,1956,1948,Oil on canvas,"H. 48, W. 35-3/4 inches (121.9 x 90.8 cm.)",Paintings,"Anonymous Gift, 1979",1979.111
Shimmer Bright,Barnett Newman,American,1905,1970,1968,Oil on canvas,"H. 72, W. 84-3/8 inches (182.9 x 214.3 cm.)",Paintings,"Gift of Annalee Newman, 1991",1991.183
Five P.M.,Jennifer Bartlett,American,1941,0,1992,Oil on canvas,84 x 84 in. (213.4 x 213.4 cm),Paintings,"Purchase, Lila Acheson Wallace Gift, 1993",1993.63
The Morning Paper,John Ferguson Weir,American,1841,1926,1868,Oil on canvas,24 x 20 in. (61 x 50.8 cm),Paintings,"Purchase, The Bertram F. and Susie Brummer Foundation Inc. Gift, 1960",60.72
The Children of Nathan Starr,Ambrose Andrews,American,1801,1877,1835,Oil on canvas,28 3/8 x 36 1/2 in. (72.1 x 92.7 cm),Paintings,"Gift of Nina Howell Starr, in memory of Nathan Comfort Starr (1896?981), 1987",1987.404
Anahita: A Study for 'The Flight of Night',William Morris Hunt,American,1824,1879,1878,Oil on canvas,37 x 25 1/2 in. (94 x 64.8 cm),Paintings,"Rogers Fund, 1911",11.34.2
Portrait of a Lady,Hugh Bridport,MetDoesntKnow,1794,1868,1835,Watercolor on ivory in gilded copper case,2 13/16 x 2 3/16 in. (7.2 x 5.5 cm),Paintings,"Gift of Gloria Manney, 2006",2006.235.282
Design for chandelier,Louis Comfort Tiffany,American,1848,1933,0,"Watercolor gouache, colored pencil and graphite on tissue paper",Overall: 11 7/16 x 8 1/2 in. (29.1 x 21.6 cm),Drawings,"Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967",67.654.364
Francis Henry Taylor,Paul Trebilcock,American,1902,1981,1948,Oil on canvas,"H. 34-1/2, W. 27-1/4 inches (87.6 x 69.2 cm.)",Paintings,"Gift of Mrs. Paul Trebilcock, 1983",1983.203
Sir Joshua Reynolds (1723?792),Archibald Robertson,MetDoesntKnow,1765,1835,1791,Ivory,"Oval, 3 x 2 3/8 in. (75 x 60 mm)",Miniatures,"Bequest of Geraldine Winslow Goddard, 1923",24.21
"Apse Mosaic, San Clemente, Rome",John Singer Sargent,American,1856,1925,1869,"Watercolor, gouache, and graphite on off-white wove paper",19 7/8 x 13 3/4 in. (50.5 x 34.9 cm),Drawings,"Gift of Mrs. Francis Ormond, 1950",50.130.83g
Old Rose and Silver,Binding designed by Margaret Neilson Armstrong,American,1867,1944,1911,illustration: photomechanical reproductions of a painting,8 1/16 x 5 3/16 x 1 in. (20.5 x 13.2 x 2.5 cm),Books,"Gift of Constance C. McPhee, 2012",2012.128.16
Landscape with Houses,Arthur Dove,American,1880,1946,1930,Oil and aluminum paint on paper,4 7/8 x 6 7/8 in. (12.4 x 17.5 cm),Drawings,"Alfred Stieglitz Collection, 1949",49.70.88
Still Life,Andy Warhol,American,1928,1987,1976,Acrylic and silkscreen on canvas,"H. 72, W. 86 inches (182.9 x 218.4 cm.)",Paintings,"Gift of Richard and Peggy Danziger, 1986",1986.402
Portrait of a Gentleman,William Verstille,MetDoesntKnow,1757,1803,0,Watercolor on ivory in gold case,2 1/4 x 1 13/16 in. (5.8 x 4.6 cm),Paintings,"Dale T. Johnson Fund, 2006",2006.235.264
Gauguin Girl,Max Weber,MetDoesntKnow,1881,1961,1907,Gouache on paper,"H. 13, W. 4-1/4 inches (33 x 10.5 cm.)",Drawings,"Gift of A. W. Bahr, 1958",58.21.17
Iyar (Taurus),Mark Podwal,American,1945,0,1995,Gouache and colored pencil on paper,"H. 14, W. 11-1/8 inches (35.6 x 28.3 cm.)",Drawings,"Purchase, Anonymous Gift, 1996",1996.329.2
Eliza Hall,Anne Hall,MetDoesntKnow,1792,1863,1815,Watercolor on ivory,3 5/16 x 2 5/8 in. (8.4 x 6.7 cm),Paintings,"Fletcher Fund, 2006",2006.235.79
"Figure in Hammock, Florida",John Singer Sargent,American,1856,1925,1917,"Watercolor, gouache, and graphite on white wove paper",13 5/8 x 21 in. (34.6 x 53.3 cm),Drawings,"Gift of Mrs. Francis Ormond, 1950",50.130.57
Clown with a Black Wig,Walt Kuhn,American,1877,1949,1930,Oil on canvas,40 x 30in. (101.6 x 76.2cm),Paintings,"George A. Hearn Fund, 1956",56.73
Untitled (from the 'Iliad' series),Romare Bearden,American,1911,1988,1948,Watercolor and gouache on paper,25 x 19 in. (63.5 x 48.3 cm),Drawings,"Bequest of Gloria Joyner Lee, 2008",2009.167
Lidded Storage Box,Date: 19th century Geography: United States or Canada Alaska or British Columbia Culture: Alaska or British Columbia Medium: Wood paint Dimensions: H. 26 x W. 19 5/8 x D. 19 in.,MetDoesntKnow,2007,2007,0,null,null,null,null,null
"The Fable of the Miller, His Son, and the Donkey",Elihu Vedder,American,1836,1923,1868,Oil on canvas,6 1/2 x 10 3/4 in. (16.5 x 27.3 cm),Paintings,"Gift of John V. and Enza Tomassi Kiskis, 1992",1992.205.4
Open Number 37 (in orange with charcoal line),Robert Motherwell,American,1915,1991,1968,Polymer paint and charcoal on canvas,"H. 88, W. 122 inches (223.5 x 309.9 cm.)",Paintings,"Anonymous Gift, 1969",69.277.3
Judgment Day,Willem de Kooning,MetDoesntKnow,1904,1997,1946,Oil and charcoal on paper,22 1/8 x 28 1/2in. (56.2 x 72.4cm) 30 1/2 x 36 3/4 x 2 in. (77.5 x 93.3 x 5.1 cm) (Frame),Drawings,"From the Collection of Thomas B. Hess, Gift of the heirs of Thomas B. Hess, 1984",1984.613.4
Martin Euclid Thompson,William Sidney Mount,American,1807,1868,1830,Oil on canvas,29 3/4 x 24 1/2 in. (75.6 x 62.2 cm),Paintings,"Bequest of Susan Louise Thompson, 1959",59.68
Street Group,Jerome Myers,American,1867,1940,1923,Oil on canvas,25 3/16 x 30 1/16 in. (64 x 76.4 cm),Paintings,"George A. Hearn Fund, 1934",34.52
Beth Chet,Morris Louis,American,1912,1962,1958,Magna on canvas,"H. 91-1/8, W. 137-1/2 inches (231.5 x 349.3 cm.)",Paintings,"Gift of Mrs. Abner Brenner, 1969",69.276
Self-Portrait,Andy Warhol,American,1928,1987,1986,Acrylic and silkscreen on canvas,80 x 80in. (203.2 x 203.2cm) 81 x 81 x 2 in. (205.7 x 205.7 x 5.1 cm) (Frame),Paintings,"Purchase, Mrs. Vera G. List Gift, 1987",1987.88
Merengue en Boca Chica,Rafael Ferrer,MetDoesntKnow,1933,0,1983,Oil on canvas,60 x 72 in. (152.4 x 182.9 cm) Frame: 62 x 74 x 2 1/2 in. (157.5 x 188 x 6.4 cm),Paintings,"Purchase, Anonymous Gift, 1984",1984.2
The Intruder,Robert Guinan,American,1934,0,1967,Oil on canvas,"H. 81-1/2, W. 62 inches (207 x 157.5 cm.)",Paintings,"Gift of Boris and Sophie Leavitt, 1987",1987.374
David Smith,Edgar Levy,American,1907,1975,1930,Oil on linen,24 3/4 x 16in. (62.9 x 40.6cm),Paintings,"Purchase, Mrs. Derald Ruttenberg Gift, 1999",1999.205
The Bronx River,Ernest Lawson,MetDoesntKnow,1873,1939,1910,Oil on canvas,21 x 25 in. (53.3 x 63.5 cm),Paintings,"Gift of Mrs. J. Augustus Barnard, 1979",1979.490.13
John Brown,Robert Fulton,American,1765,1815,1786,Watercolor on ivory,1 3/4 x 1 11/32 in. (4.4 x 3.4 cm),Paintings,"Morris K. Jesup Fund, 1936",36.34
"Design for window of Angel Gabriel, 'Annunciation Angel [?]'",Frederick Wilson 1858-1932,MetDoesntKnow,1858,1932,0,"Watercolor, gouache, graphite, and ruled white ink on off-white wove paper - shaped and mounted on warm grey wove paper secondary support in original warm grey window matt with shaped tracery.",Overall: 18 7/16 x 4 1/16 in. (46.8 x 10.4 cm),Drawings,"Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967",67.654.437
Nature morte au coffret [Copy after Chardin painting],Pierre Matisse,MetDoesntKnow,1900,1989,1920,Oil on canvas,13 1/8 x 16 1/4 in. (33.3 x 41.3 cm),Paintings,"The Pierre and Maria-Gaetana Matisse Collection, 2002",2002.456.146
Portrait of a Gentleman,Anson Dickinson,MetDoesntKnow,1779,1852,1814,Watercolor on ivory in gilded copper foliate locket; hair reserve verso,2 3/4 x 2 1/4 in. (7 x 5.7 cm),Paintings,"Gift of Gloria Manney, 2006",2006.235.41
Mrs. John McAllister (Frances Wardale),James Peale,American,1749,1831,1791,Watercolor on ivory in gold locket,2 x 1 1/2 in. (5.1 x 3.9 cm),Paintings,"Gift of Gloria Manney, 2006",2006.235.131
"Colburn's Butte, South Utah",Thomas Moran,MetDoesntKnow,1837,1926,1873,"Watercolor, gouache and graphite on off-white wove paper",13 7/8 x 9 7/16 in. (35.2 x 24 cm),Drawings,"Gift of David and Laura Grey, in honor of Kevin J. Avery, 2009",2009.547
Hugo Kastor (1887-1956),Raphael Soyer,MetDoesntKnow,1899,1987,1957,Oil on canvas,"H. 26, W. 24-1/8 inches (66.2 x 61.3 cm.)",Paintings,"Gift of Estate of Hugo Kastor, 1957",57.145
Design for wall fixture,Louis Comfort Tiffany,American,1848,1933,0,"Watercolor, gouache, and graphite on off-white lightweight board",Overall: 22 1/16 x 14 in. (56.1 x 35.5 cm),Drawings,"Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967",67.654.359
Still Life,Preston Dickinson,American,1889,1930,1924,Oil on composition board,"H. 10-5/8, W. 7-5/8 inches (27 x 19.3 cm.)",Paintings,"Anonymous Gift, in memory of Robert Glenn Price, 1954",54.184.2
Interior,Preston Dickinson,American,1889,1930,1924,Oil on canvas,"H. 31, W. 28 inches (78.7 x 71.1 cm.)",Paintings,"Gift of Edith C. Denniston, 1971",1971.126
Portrait of a Girl,Attributed to Samuel Lovett Waldo,MetDoesntKnow,1783,1861,1854,Oil on wood,4 5/8 x 3 3/4 in. (11.2 x 9.5 cm),Paintings,"Fletcher Fund, 1938",38.146.5
Susan Walker Morse (The Muse),Samuel F. B. Morse,American,1791,1872,1837,Oil on canvas,73 3/4 x 57 5/8 in. (187.3 x 146.4 cm),Paintings,"Bequest of Herbert L. Pratt, 1945",45.62.1
One A.M.,Jennifer Bartlett,American,1941,0,1992,Oil on canvas,84 x 84in. (213.4 x 213.4cm) 85 x 85 1/8 x 2 in. (215.9 x 216.2 x 5.1 cm) (Frame),Paintings,"Purchase, Lila Acheson Wallace Gift, 1992",1992.341
"Landscape, Binghamton, New York",Louis Michel Eilshemius,American,1864,1941,1907,Oil on Masonite,26 1/4 x 37 3/4 in. (66.7 x 95.9 cm),Paintings,"George A. Hearn Fund, 1934",34.157
Second Theme,Burgoyne Diller,American,1906,1965,1949,Oil on canvas,"H. 26, W. 26 inches (66 x 66 cm.)",Paintings,"Gift of William Benenson, 1991",1991.402.7
Design for landscape window,Louis Comfort Tiffany,American,1848,1933,0,"Watercolor, gouache, and graphite on paper mounted on board",Overall: 15 1/8 x 9 7/8 in. (38.4 x 25.1 cm) Other (Design): 9 x 4 in. (22.9 x 10.2 cm),Drawings,"Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967",67.654.237
"View from the Artist's Window, Grove Street",Robert Frederick Blum,American,1857,1903,1900,Oil on canvas,22 5/16 x 19 1/2 in. (56.7 x 49.5 cm),Paintings,"Gift of Margaret and Raymond J. Horowitz, 1976",1976.340.2
Hell (Union Square),Dennis Smith,American,1951,1983,1981,Oil on canvas,"H. 45, W. 60 inches (114.3 x 152.4 cm.)",Paintings,"Arthur Hoppock Hearn Fund, 1984",1984.203
"Topography of Memory, No. 6",Tremain Smith,American,1961,0,1999,"Oil, cut and torn papers, wax and ink on paper",20 5/8 x 23 in. (52.4 x 58.4 cm),Drawings,"Purchase, Gift of the Glickstein Foundation, by exchange, 2000",2000.501
Captain John Gell,Gilbert Stuart,American,1755,1828,1785,Oil on canvas,94 1/2 x 58 1/2 in. (240 x 148.6 cm),Paintings,"Purchase, Dorothy Schwartz Gift, Joseph Pulitzer Bequest, and 2000 Benefit Fund, 2000",2000.450
Blue Plate,Leon Kelly,American,1901,1982,1940,Gouache on paper,"H. 19, W. 25 inches (48.3 x 63.5 cm.)",Drawings,"Gift of Pennsylvania W. P. A., 1943",43.46.5
Carmencita,William Merritt Chase,American,1849,1916,1890,Oil on canvas,69 7/8 x 40 7/8 in. ( 177.5 x 103.8 cm),Paintings,"Gift of Sir William Van Horne, 1906",06.969
"Elegy to the Spanish Republic, 70",Robert Motherwell,American,1915,1991,1961,Oil on canvas,69 x 114 in. (175.3 x 289.6 cm),Paintings,"Anonymous Gift, 1965",65.247
Portrait of a Gentleman,Anson Dickinson,MetDoesntKnow,1779,1852,1838,Watercolor on ivory,3 x 2 1/2 in. (7.7 x 6.4 cm),Paintings,"Dale T. Johnson Fund, 2006",2006.235.40
Portrait of a Gentleman,Nathaniel Rogers,American,1788,1844,0,Watercolor on ivory in green leatherette case with velvet lining,2 15/16 x 2 5/16 in. (7.4 x 5.8 cm),Paintings,"Gift of Gloria Manney, 2006",2006.235.166
Gabriel Manigault,Jeremiah Theus,MetDoesntKnow,1716,1774,1757,Oil on canvas,30 x 24 in. (76.2 x 62.2 cm),Paintings,"Fletcher Fund, 1928",28.126.1
Untitled (Figure Composition),Jackson Pollock,American,1912,1956,1941,Gouache on paper,"H. 22-3/4, W. 17-3/4 inches (57.8 x 45.1 cm.)",Drawings,"Gift of Lee Krasner Pollock, 1982",1982.147.31
[Floral Still-Life],Walker Evans,American,1903,1975,1960,Tempera on panel,50.8 x 40.6 cm (20 x 16 in. ),Paintings,"Walker Evans Archive, 1994",1994.261.158
Night Watch,Charles Shaw,American,1892,1974,1954,Oil on canvas,"H. 48, W. 32 inches (121.9 x 81.3 cm.)",Paintings,"Anonymous Gift, in memory of Mr. and Mrs. Alanson Brooks, 1955",55.210
Five Cows,George Bellows,American,1882,1925,1919,Oil on canvas,"H. 20, W. 24-1/8 inches (50.8 x 61.4 cm.)",Paintings,"Bequest of Margaret Seligman Lewisohn, in memory of her husband, Sam A. Lewisohn, 1954",54.143.5
Athens,William Grosvener Congdon,American,1912,1998,1953,Oil on Masonite,"H. 39-1/8, W. 56-13/16 inches (99.4 x 144.3 cm.)",Paintings,"Arthur Hoppock Hearn Fund, 1954",54.120
Rembrandt - 'Night Watch',John Clem Clarke,American,1937,0,1968,Oil on canvas,"H. 66, W. 99 inches (167.6 x 251.5 cm.)",Paintings,"Gift of Barbara and Eugene Schwartz, 1980",1980.602
Number 2A,Leonardo Drew,American,1961,0,1999,"Asphaltum, oil, and graphite, ink marker on joined papers",41 1/4 x 58 1/4 in. (104.8 x 148 cm),Drawings,"Purchase, Gift of Hyman N. Glickstein, by exchange, 2001",2001.151
