Artist_Name,Artwork_Name,Artwork_Year,Process,Dimensions,Provenance,Assension_Number,image
Roger Mertin,"Iroquiet, New York",1977,Gelatin silver print,"8 x 10 in. (20.3 x 25.4 cm)
Image: 8 x 10 in. (20.3 x 25.4 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",95.46.8,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.46.8&dim=300px
Roger Mertin,"Lake Road, New York Roadside",1977,Gelatin silver print,"8 x 10 in. (20.3 x 25.4 cm)
Image: 8 x 10 in. (20.3 x 25.4 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",95.46.44,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.46.44&dim=300px
Roger Mertin,"Holcomb, New York",1977,Gelatin silver print,"8 x 10 in. (20.3 x 25.4 cm)
Image: 8 x 10 in. (20.3 x 25.4 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",95.46.15,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.46.15&dim=300px
John McLaughlin,#17,1960,Oil on canvas,36 1/16 x 48 1/16 in. (91.6 x 122.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Peter and Elizabeth Goulds",94.114,http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.114&dim=300px
Larry Clark,"Outtake (Girl in plaid, seated on a bed)",1971,Silver print,"11 x 14 in. (27.9 x 35.6 cm)
Image: 8 3/8 x 12 1/2 in. (21.3 x 31.8 cm)","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",95.27.9,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.27.9&dim=300px
Robert Frank,"View from hotel window - Butte, Montana",1955,Gelatin silver print,"11 x 14 in. (27.9 x 35.6 cm)
Image: 8 3/4 x 13 in. (22.2 x 33 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",95.28.26,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.28.26&dim=300px
John Divola,N34.10.993&#039; W115.47.924&#039;,1998,"Chromogenic dye-coupler print, AP1","24 x 20 in. (61 x 50.8 cm)
Image: 19 x 19 in. (48.3 x 48.3 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Bruce and Nancy Berman",98.70.26,http://www.moca.org/museum/pc_media_viewer.php?acsnum=98.70.26&dim=300px
Christo,"Lower Manhattan Packed Buildings, Number 2 Broadway and Number 20 Exchange Place From the Proposals and Realizations Series (Hovdenakk No. 12)",1964,"Color screenprint, 42/100",32 x 23 in. (81.3 x 58.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The American Art Foundation",81.4,http://www.moca.org/museum/pc_media_viewer.php?acsnum=81.4&dim=300px
Vanessa Beecroft,"vb20.011.vb.sld Institute of Contemporary Art Philadelphia, Pennsylvania",1996,"Digital C-print, edition 2/6",25 7/8 x 35 7/8 in. (65.7 x 91.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of William J. Bell",2007.27,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2007.27&dim=300px
Roger Mertin,Untitled: Woman with Television,1968,Gelatin silver print,"Image: 7 1/2 x 11 1/4 in. (19.1 x 28.6 cm)
11 x 14 in. (27.9 x 35.6 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",95.45.26,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.45.26&dim=300px
Roger Mertin,"Untitled , 0",0,Gelatin silver print,"Image: 7 1/2 x 11 1/4 in. (19.1 x 28.6 cm)
11 x 14 in. (27.9 x 35.6 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",95.45.1,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.45.1&dim=300px
Roger Mertin,M. Rochester Back Yard,1977,Gelatin silver print,"8 x 10 in. (20.3 x 25.4 cm)
Image: 8 x 10 in. (20.3 x 25.4 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",95.46.29,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.46.29&dim=300px
Lee Mullican,Untitled (Dyn#7),1950,Ink on paper,"16 x 10 1/2 in. (40.6 x 26.7 cm)
Frame: 20 1/2 x 16 1/2 x 1 3/8 in. (52.1 x 41.9 x 3.5 cm)","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by Dean Valentine",96.30,http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.30&dim=300px
Jan Mueller,Concert of Angels Variation,1957,Oil on panel,9 x 16 in. (22.9 x 40.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",97.80,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.80&dim=300px
Tracey Moffatt,Charm Alone,1994,Offset print,31 x 23 1/2 in. (78.7 x 59.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Kwon Family",97.193.2,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.193.2&dim=300px
Gabriel Orozco,Untitled (Boarding Pass July 11),2001,Gouache on paper boarding pass,3 3/8 x 7 1/2 in. (8.6 x 19.1 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",2004.193,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.193&dim=300px
Bill Owens,I believe organized sports make better citizens of children.  I have four boys and they all play baseball and soccer.  They learn to cooperate with others...and that winning isn&#039;t always the most important thing to do.,1972,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",2004.69.73,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.73&dim=300px
Bill Owens,"Togetherness really exists in our family.  My daughter and I operate the lunch room at the Valley Inn.  My sons work part-time with their dad, hanging sheet-rock.  And my eldest two sons work at the Gulf gas station (SEE NOTES SECTION FOR COMPLETE TITLE)",1972,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",2004.69.14,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.14&dim=300px
Jorge Pardo,Monochrome,1995,"Glass, electrical cord, and light bulb",Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Gift of Kourosh Larizadeh",2001.84,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.84&dim=300px
James Welling,LA-C 200,1978,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 5 1/8 x 4 1/8 in. (13 x 10.5 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",2001.41.21,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.21&dim=300px
John Altoon,Trip,1958,Oil on canvas,83 1/8 x 70 in. (211.1 x 177.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",97.6,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.6&dim=300px
Max Yavno,Village in Sahara Desert,1982,Gelatin silver print,"16 x 19 7/8 in. (40.6 x 50.5 cm)
Image: 14 5/8 x 19 3/8 in. (37.1 x 49.2 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.167,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.167&dim=300px
Max Yavno,Girl Over The Fence,1939,Gelatin silver print,"20 x 15 in. (50.8 x 38.1 cm)
Image: 9 1/2 x 7 3/8 in. (24.1 x 18.7 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.9,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.9&dim=300px
Max Yavno,Clothing Store,1980,Gelatin silver print,15 x 19 7/16 in. (38.1 x 49.4 cm),"The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.75,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.75&dim=300px
Susan Rankaitis,Diagonal Study #1,1987,Mixed media photograph,20 x 24 in. (50.8 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ruth and Jacob Bloom",97.144.20,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.144.20&dim=300px
Edward Ruscha,Fan and Its Surroundings,1982,"Lithograph on paper, edition 28/55",37 x 31 1/2 in. (94 x 80 cm),"The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",96.158,http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.158&dim=300px
Susan Rothenberg,The Hulk,1979,Acrylic and flashe on canvas,89 x 132 1/4 in. (226.1 x 335.9 cm),"The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",85.75,http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.75&dim=300px
Kay Rosen,Sp-spit it Out,1992,"Silkscreen and color lithograph on Magnani Pescia paper, edition of 30; PP II/II",Paper: 13 1/2 x 9 3/4 in. (34.3 x 24.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Hudson",99.76.3,http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.76.3&dim=300px
Mark Rothko,"No. 46 [Black, Ochre, Red Over Red]",1957,Oil on canvas,99 1/4 x 81 3/4 in. (252.1 x 207.6 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",85.24,http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.24&dim=300px
Susan Rankaitis,Techachapi/Phantom,1982,Mixed media photograph,20 x 24 in. (50.8 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ruth and Jacob Bloom",97.144.19,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.144.19&dim=300px
Frank Stella,Agua Caliente from The Race Track Series,1971,Acrylic on canvas,120 x 600 in. (304.8 x 1524 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Robert A. Rowan",82.1,http://www.moca.org/museum/pc_media_viewer.php?acsnum=82.1&dim=300px
Max Yavno,Melon Man,1982,Gelatin silver print,"10 7/8 x 14 in. (27.6 x 35.6 cm)
Image: 10 1/4 x 13 3/8 in. (26 x 34 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.164,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.164&dim=300px
Max Yavno,West 14th Street,1979,Gelatin silver print,"10 7/8 x 14 in. (27.6 x 35.6 cm)
Image: 13 1/2 x 10 1/4 in. (34.3 x 26 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.26,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.26&dim=300px
Max Yavno,Coffin Maker,1979,Gelatin silver print,"21 7/8 x 27 7/8 in. (55.6 x 70.8 cm)
Image: 14 1/4 x 19 1/4 in. (36.2 x 48.9 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.147,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.147&dim=300px
Richard Artschwager,Chair,1965,"Acrylic, paper, and wood",40 1/2 x 20 1/2 x 20 in. (102.9 x 52.1 x 50.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ann and Richard Artschwager",2004.103,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.103&dim=300px
John Altoon,Shoot the Baby,1966,Watercolor and ink on illustration board,30 1/4 x 40 1/4 in. (76.8 x 102.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the Ferrier Family: Anne, John Jr., Katie and Stuart",86.2,http://www.moca.org/museum/pc_media_viewer.php?acsnum=86.2&dim=300px
Tracey Moffatt,Mother&#039;s Day,1994,Offset print,31 x 23 1/2 in. (78.7 x 59.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Kwon Family",97.193.7,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.193.7&dim=300px
Ed Moses,Rose #3 (Some Roses Are),1961,Graphite on Strathmore board,61 1/4 x 41 1/4 in. (155.6 x 104.8 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift from the Collection of Laura-Lee and Robert Woods",91.76,http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.76&dim=300px
Roger Mertin,"Untitled: Woman Laying On Mirror in the Grass II , 0",0,Gelatin silver print,"Image: 7 1/2 x 11 1/4 in. (19.1 x 28.6 cm)
11 x 14 in. (27.9 x 35.6 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",95.45.12,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.45.12&dim=300px
Roger Mertin,Poultneyville Orchard,1977,Gelatin silver print,"8 x 10 in. (20.3 x 25.4 cm)
Image: 8 x 10 in. (20.3 x 25.4 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",95.46.37,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.46.37&dim=300px
Larry Clark,Children of Alcoholics  (Boy on ceiling beams),1986,Silver print,"14 x 11 in. (35.6 x 27.9 cm)
Image: 12 3/8 x 8 1/4 in. (31.4 x 21 cm)","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",95.27.3,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.27.3&dim=300px
Robert Frank,"Navy Recruiting Station, Post Office - Butte, Montana",1956,Gelatin silver print,"14 x 11 in. (35.6 x 27.9 cm)
Image: 12 1/2 x 8 3/8 in. (31.8 x 21.3 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",95.28.7,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.28.7&dim=300px
Paul Dillon,Spectrum II,1980,Acrylic on canvas,71 3/4 x 63 1/4 in. (182.2 x 160.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of an anonymous donor",2006.137,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.137&dim=300px
Christo,"Two Lower Manhattan Buildings Wrapped , 0",0,Work on paper,37 x 32 in. (94 x 81.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the Richard Baily Trust",2006.87,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.87&dim=300px
Vanessa Beecroft,"vb40.067.vb.pol Museum of Contemporary Art Sydney, Australia",1999,"Digital C-print, edition 2/6",26 7/8 x 25 7/8 in. (68.3 x 65.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of William J. Bell",2007.40,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2007.40&dim=300px
Roger Mertin,"Upstate, New York",1977,Gelatin silver print,"8 x 10 in. (20.3 x 25.4 cm)
Image: 8 x 10 in. (20.3 x 25.4 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",95.46.1,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.46.1&dim=300px
Roger Mertin,"Tree, Stratford, Conneticut",1977,Gelatin silver print,"8 x 10 in. (20.3 x 25.4 cm)
Image: 8 x 10 in. (20.3 x 25.4 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",95.46.34,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.46.34&dim=300px
Pentti Monkkonen,See-Saw,1999,"Fiberglass, wood, paint",84 x 18 x 136 in. (213.4 x 45.7 x 345.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Heidi and Erik Murkoff",2006.25,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.25&dim=300px
Grant Mudford,The Pike from The Long Beach Series,1979,"Gelatin silver print, edition of 25",19 1/2 x 24 in. (49.5 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dr. and Mrs. Merle S. Glick",91.63,http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.63&dim=300px
Tracey Moffatt,Job Hunt,1994,Offset print,31 x 23 1/2 in. (78.7 x 59.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Kwon Family",97.193.1,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.193.1&dim=300px
Bill Owens,"We lived in our house for a year without any living room furniture.  We wanted to furnish the room with things we loved, not early attic or leftovers.  Now we have everything but the pictures and the lamps.",1972,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",2004.69.13,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.13&dim=300px
Bill Owens,Janet and Lee Keene,1972,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",2004.69.84,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.84&dim=300px
Bill Owens,Washing cars is a great way for a group of kids to make some money.,1972,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",2004.69.96,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.96&dim=300px
James Welling,LA-A 7,1976,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 4 x 4 3/4 in. (10.2 x 12.1 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",2001.41.1,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.1&dim=300px
James Welling,LA-C 120,1978,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 5 1/8 x 4 1/8 in. (13 x 10.5 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",2001.41.19,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.19&dim=300px
Max Yavno,Golden Gate Bridge,1947,Gelatin silver print,13 3/8 x 10 3/8 in. (34 x 26.4 cm),"The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.107,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.107&dim=300px
Max Yavno,Man with Hat,1947,Gelatin silver print,"26 x 15 in. (66 x 38.1 cm)
Image: 9 1/2 x 7 1/2 in. (24.1 x 19.1 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.39,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.39&dim=300px
Max Yavno,Grape Cluster,1961,Type C print,"16 x 20 in. (40.6 x 50.8 cm)
Image: 9 3/4 x 15 1/8 in. (24.8 x 38.4 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.130,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.130&dim=300px
Garry Winogrand,Women Are Beautiful: Untitled (Woman in lace up shoes laying with a man surrounded by other couples),1975,Gelatin silver print,"Frame: 21 11/16 x 17 5/8 in. (55.1 x 44.8 cm)
14 x 11 in. (35.6 x 27.9 cm)
Image: 13 1/8 x 8 3/4 in. (33.3 x 22.2 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",95.55.15,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.55.15&dim=300px
Frank Stella,Star of Persia,1967,"Seven color lithograph, edition 54/92",26 x 31 in. (66 x 78.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dr. Leopold S. Tuchman",82.43,http://www.moca.org/museum/pc_media_viewer.php?acsnum=82.43&dim=300px
Frances Stark,Structure That F(its My Opening),2006,Gouache on paper with silk on panel,39 x 55 in. (99.1 x 139.7 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",2006.89,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.89&dim=300px
Edward Ruscha,Two Similar Cities,1980,"Silkscreen, edition 32/35",22 x 59 1/2 in. (55.9 x 151.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Wells Fargo Bank, Los Angeles",87.58,http://www.moca.org/museum/pc_media_viewer.php?acsnum=87.58&dim=300px
Kay Rosen,Bleed,1996,Red marker on paper,"Paper: 12 x 27 1/4 in. (30.5 x 69.2 cm)
Frame: 14 5/8 x 29 5/8 in. (37.1 x 75.2 cm)","The Museum of Contemporary Art, Los Angeles
Gift of The Moskowitz Family",2000.92,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.92&dim=300px
Ross Rudel,Untitled No. 126,1993,Stained wood,7 x 7 x 20 in. (17.8 x 17.8 x 50.8 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Gift",94.74,http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.74&dim=300px
Edward Ruscha,Suds Blue,1971,"Lithograph, edition 89/100",Frame: 21 1/4 x 27 1/2 x 1 1/8 in. (54 x 69.9 x 2.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Wells Fargo Bank, Los Angeles",87.56,http://www.moca.org/museum/pc_media_viewer.php?acsnum=87.56&dim=300px
Richard Tuttle,Otis Work 3,1976,Watercolor (yellow) and graphite on airmail paper,Image: 9 x 6 in. (22.9 x 15.2 cm),"Museum of Contemporary Art, THE DOROTHY AND HERBERT VOGEL COLLECTION: FIFTY WORKS FOR FIFTY STATES, a joint initiative of the Trustees of the Dorothy and Herbert Vogel Collection and the National Gallery of Art, with generous support of the National Endowment for the Arts and the Institute for Museum and Library Services.",2008.61.3,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.61.3&dim=300px
