technique,provenance,title,imageUrl,dimensions,artist,accessionId,url
Linocut,Gift of Viredo and Alicia Espinosa,Satchmo,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CViredo%5CSatchmo%2Ejpg,"21""H  x 18"" W",Viredo Espinosa,2000.10.3,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Viredo+Espinosa&whereclause=where+maker%3D%27Viredo+Espinosa%27+OR+cleanmaker%3D%27Viredo+Espinosa%27+OR+maker1%3D%27Viredo+Espinosa%27+OR+maker2%3D%27Viredo+Espinosa%27+OR+maker3%3D%27Viredo+Espinosa%27+OR+maker4%3D%27Viredo+Espinosa%27+OR+maker5%3D%27Viredo+Espinosa%27&current_record=3
Linocut,Gift of Viredo and Alicia Espinosa,Eribangando,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CViredo%5CBanga%2Ejpg,"24""H  x  20"" W",Viredo Espinosa,2000.10.1,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Viredo+Espinosa&whereclause=where+maker%3D%27Viredo+Espinosa%27+OR+cleanmaker%3D%27Viredo+Espinosa%27+OR+maker1%3D%27Viredo+Espinosa%27+OR+maker2%3D%27Viredo+Espinosa%27+OR+maker3%3D%27Viredo+Espinosa%27+OR+maker4%3D%27Viredo+Espinosa%27+OR+maker5%3D%27Viredo+Espinosa%27&current_record=4
Linocut,Gift of Viredo and Alicia Espinosa,Sexteto Habanero,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CViredo%5CSexteto%2Ejpg,"23""H  x  26"" W",Viredo Espinosa,2000.10.5,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Viredo+Espinosa&whereclause=where+maker%3D%27Viredo+Espinosa%27+OR+cleanmaker%3D%27Viredo+Espinosa%27+OR+maker1%3D%27Viredo+Espinosa%27+OR+maker2%3D%27Viredo+Espinosa%27+OR+maker3%3D%27Viredo+Espinosa%27+OR+maker4%3D%27Viredo+Espinosa%27+OR+maker5%3D%27Viredo+Espinosa%27&current_record=5
Bound book,Museum purchase,The Blacker The Berry: A Novel of Negro Life,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBlackberry%2Ebmp,"7.5"" H x 5.25"" W x 1.5"" D",Wallace Thurman,2001.1.5,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Wallace+Thurman&whereclause=where+maker%3D%27Wallace+Thurman%27+OR+cleanmaker%3D%27Wallace+Thurman%27+OR+maker1%3D%27Wallace+Thurman%27+OR+maker2%3D%27Wallace+Thurman%27+OR+maker3%3D%27Wallace+Thurman%27+OR+maker4%3D%27Wallace+Thurman%27+OR+maker5%3D%27Wallace+Thurman%27&current_record=1
rotogravure on newsprint,Gift of Ronald E. Lewis,"Los Angeles Annual Small Homes Expositions, 1930",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CLeimertPark%5CLA%5FSmallHomesExposition+copy%2Ejpg,11.5 H x 6.5W,"Walter H. Leimert Co., Inc",2007.14.1,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Walter+H%2E+Leimert+Co%2E%2C+Inc&whereclause=where+maker%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%27+OR+cleanmaker%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%27+OR+maker1%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%27+OR+maker2%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%27+OR+maker3%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%27+OR+maker4%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%27+OR+maker5%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%27&current_record=1
rotogravure,Gift of Ronald E. Lewis,Leimert Park for Living,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CLeimertPark%5CLeimertPark%5FForLiving+copy%2Ejpg,9.25 H x 7.125 W,"Walter H. Leimert Co., Inc.",2007.14.3,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Walter+H%2E+Leimert+Co%2E%2C+Inc%2E&whereclause=where+maker%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%2E%27+OR+cleanmaker%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%2E%27+OR+maker1%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%2E%27+OR+maker2%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%2E%27+OR+maker3%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%2E%27+OR+maker4%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%2E%27+OR+maker5%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%2E%27&current_record=1
rotogravure,Gift of Ronald E. Lewis,Leimert Park An Announcement to Only 192 People,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CLeimertPark%5C192%5FPeople%2Ejg+copy%2Ejpg,8.5 H x 7.25 W,"Walter H. Leimert Co., Inc.",2007.14.4,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Walter+H%2E+Leimert+Co%2E%2C+Inc%2E&whereclause=where+maker%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%2E%27+OR+cleanmaker%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%2E%27+OR+maker1%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%2E%27+OR+maker2%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%2E%27+OR+maker3%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%2E%27+OR+maker4%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%2E%27+OR+maker5%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%2E%27&current_record=2
rotogravure,Gift of Ronald E. Lewis,"Before you Buy a Home, Income Building or Lot Consider these facts about Beautiful Leimert Park for Profits and Ideal Home Environment",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CLeimertPark%5CFacts%5FLeimertPark+copy%2Ejpg,12 H x 12.5 W,"Walter H. Leimert Co., Inc.",2007.14.5,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Walter+H%2E+Leimert+Co%2E%2C+Inc%2E&whereclause=where+maker%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%2E%27+OR+cleanmaker%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%2E%27+OR+maker1%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%2E%27+OR+maker2%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%2E%27+OR+maker3%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%2E%27+OR+maker4%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%2E%27+OR+maker5%3D%27Walter+H%2E+Leimert+Co%2E%2C+Inc%2E%27&current_record=3
Color woodcut,Gift of Dr. and Mrs. Leon O. Banks,Marguerites,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDASFOT%7E1%5CMARGUE%7E1%2EJPG,"19"" H x 38.25"" W (framed)",Walter Henry Williams,AF199912.40.6,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Walter+Henry+Williams&whereclause=where+maker%3D%27Walter+Henry+Williams%27+OR+cleanmaker%3D%27Walter+Henry+Williams%27+OR+maker1%3D%27Walter+Henry+Williams%27+OR+maker2%3D%27Walter+Henry+Williams%27+OR+maker3%3D%27Walter+Henry+Williams%27+OR+maker4%3D%27Walter+Henry+Williams%27+OR+maker5%3D%27Walter+Henry+Williams%27&current_record=1
Paper,Gift of Warner Bros. Pictures,The Learning Tree,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMovies%5CLearning+Tree%2Ejpg,,Warner Brothers,AF199311.83.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Warner+Brothers&whereclause=where+maker%3D%27Warner+Brothers%27+OR+cleanmaker%3D%27Warner+Brothers%27+OR+maker1%3D%27Warner+Brothers%27+OR+maker2%3D%27Warner+Brothers%27+OR+maker3%3D%27Warner+Brothers%27+OR+maker4%3D%27Warner+Brothers%27+OR+maker5%3D%27Warner+Brothers%27&current_record=1
Paper,Gift of Warner Bros. Pictures,Malcolm X,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMovies%5CX%2EBMP,,Warner Brothers,AF199311.83.3,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Warner+Brothers&whereclause=where+maker%3D%27Warner+Brothers%27+OR+cleanmaker%3D%27Warner+Brothers%27+OR+maker1%3D%27Warner+Brothers%27+OR+maker2%3D%27Warner+Brothers%27+OR+maker3%3D%27Warner+Brothers%27+OR+maker4%3D%27Warner+Brothers%27+OR+maker5%3D%27Warner+Brothers%27&current_record=2
Paper,Gift of Warner Bros. Pictures,The Color Purple,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMovies%5CColor+Purple%2Ejpg,40.75 x 27.25,Warner Brothers,AF199311.83.1,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Warner+Brothers&whereclause=where+maker%3D%27Warner+Brothers%27+OR+cleanmaker%3D%27Warner+Brothers%27+OR+maker1%3D%27Warner+Brothers%27+OR+maker2%3D%27Warner+Brothers%27+OR+maker3%3D%27Warner+Brothers%27+OR+maker4%3D%27Warner+Brothers%27+OR+maker5%3D%27Warner+Brothers%27&current_record=3
Rotogravure,Gift of Edward T. Garcia,"""Where Did Robinson Crusoe Go With Friday on Saturday Night""",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSheet%5Fmusic%5CGarcia%5Fsheetmusic%5CRobinsonCrusoe+copy%2Ejpg,"13.75"" x 10.5""",Waterson-Berlin & Snyder Co. Music Publishers,2007.11.8,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Waterson%2DBerlin+%26+Snyder+Co%2E+Music+Publishers&whereclause=where+maker%3D%27Waterson%2DBerlin+%26+Snyder+Co%2E+Music+Publishers%27+OR+cleanmaker%3D%27Waterson%2DBerlin+%26+Snyder+Co%2E+Music+Publishers%27+OR+maker1%3D%27Waterson%2DBerlin+%26+Snyder+Co%2E+Music+Publishers%27+OR+maker2%3D%27Waterson%2DBerlin+%26+Snyder+Co%2E+Music+Publishers%27+OR+maker3%3D%27Waterson%2DBerlin+%26+Snyder+Co%2E+Music+Publishers%27+OR+maker4%3D%27Waterson%2DBerlin+%26+Snyder+Co%2E+Music+Publishers%27+OR+maker5%3D%27Waterson%2DBerlin+%26+Snyder+Co%2E+Music+Publishers%27&current_record=1
photograph,Gift of Vertenis Shephard,Ken Renard Collection Stage Photography,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKen+Renard%5CRenardE2%2Ebmp,"13"" H x 10"" W","Wayland M. Minot, Jr.",2000.7.E2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Wayland+M%2E+Minot%2C+Jr%2E&whereclause=where+maker%3D%27Wayland+M%2E+Minot%2C+Jr%2E%27+OR+cleanmaker%3D%27Wayland+M%2E+Minot%2C+Jr%2E%27+OR+maker1%3D%27Wayland+M%2E+Minot%2C+Jr%2E%27+OR+maker2%3D%27Wayland+M%2E+Minot%2C+Jr%2E%27+OR+maker3%3D%27Wayland+M%2E+Minot%2C+Jr%2E%27+OR+maker4%3D%27Wayland+M%2E+Minot%2C+Jr%2E%27+OR+maker5%3D%27Wayland+M%2E+Minot%2C+Jr%2E%27&current_record=1
photograph,Gift of Vertenis Shephard,Ken Renard Collection Stage Photography,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKen+Renard%5CRenardE3%2Ebmp,"10½"" H x 13¾"" W","Wayland M. Minot, Jr.",2000.7.E3,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Wayland+M%2E+Minot%2C+Jr%2E&whereclause=where+maker%3D%27Wayland+M%2E+Minot%2C+Jr%2E%27+OR+cleanmaker%3D%27Wayland+M%2E+Minot%2C+Jr%2E%27+OR+maker1%3D%27Wayland+M%2E+Minot%2C+Jr%2E%27+OR+maker2%3D%27Wayland+M%2E+Minot%2C+Jr%2E%27+OR+maker3%3D%27Wayland+M%2E+Minot%2C+Jr%2E%27+OR+maker4%3D%27Wayland+M%2E+Minot%2C+Jr%2E%27+OR+maker5%3D%27Wayland+M%2E+Minot%2C+Jr%2E%27&current_record=2
postcard,Collection of California African American Museum,"Dunbar Hotel  4225 So. Central Ave., Los Angeles, Cal.",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CFICitems%5CDunbarHotel%2Ejpg,"3.5"" x 5.5""",Western Lithograph Co. Los Angeles,FIC2008.1.1,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Western+Lithograph+Co%2E+Los+Angeles&whereclause=where+maker%3D%27Western+Lithograph+Co%2E+Los+Angeles%27+OR+cleanmaker%3D%27Western+Lithograph+Co%2E+Los+Angeles%27+OR+maker1%3D%27Western+Lithograph+Co%2E+Los+Angeles%27+OR+maker2%3D%27Western+Lithograph+Co%2E+Los+Angeles%27+OR+maker3%3D%27Western+Lithograph+Co%2E+Los+Angeles%27+OR+maker4%3D%27Western+Lithograph+Co%2E+Los+Angeles%27+OR+maker5%3D%27Western+Lithograph+Co%2E+Los+Angeles%27&current_record=1
engraving on newsprint,"Gift of Friends, The Foundation of the California African American Museum",The Earthquake- A Street Scene in Charleston,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CHarper%27s+Weekly%5CtheEarthquake+copy%2Ejpg,16 H x 11 W,William Allen Rogers,2007.16.1,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+William+Allen+Rogers&whereclause=where+maker%3D%27William+Allen+Rogers%27+OR+cleanmaker%3D%27William+Allen+Rogers%27+OR+maker1%3D%27William+Allen+Rogers%27+OR+maker2%3D%27William+Allen+Rogers%27+OR+maker3%3D%27William+Allen+Rogers%27+OR+maker4%3D%27William+Allen+Rogers%27+OR+maker5%3D%27William+Allen+Rogers%27&current_record=1
Watercolor on paper,Museum Purchase,He Calls the Time,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPajaud%5CPajaud%5FCallsTime%2Ejpg,"19.5"" H x 26"" W x 1.5"" D",William E. Pajaud,2001.9.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+William+E%2E+Pajaud&whereclause=where+maker%3D%27William+E%2E+Pajaud%27+OR+cleanmaker%3D%27William+E%2E+Pajaud%27+OR+maker1%3D%27William+E%2E+Pajaud%27+OR+maker2%3D%27William+E%2E+Pajaud%27+OR+maker3%3D%27William+E%2E+Pajaud%27+OR+maker4%3D%27William+E%2E+Pajaud%27+OR+maker5%3D%27William+E%2E+Pajaud%27&current_record=1
Pastel on paper,Museum purchase,Swamp Woman,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPajaud%5CPajaud%5FSwampWoman%2Ejpg,"29.5"" H x 48"" W x 2"" D",William E. Pajaud,2001.9.1,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+William+E%2E+Pajaud&whereclause=where+maker%3D%27William+E%2E+Pajaud%27+OR+cleanmaker%3D%27William+E%2E+Pajaud%27+OR+maker1%3D%27William+E%2E+Pajaud%27+OR+maker2%3D%27William+E%2E+Pajaud%27+OR+maker3%3D%27William+E%2E+Pajaud%27+OR+maker4%3D%27William+E%2E+Pajaud%27+OR+maker5%3D%27William+E%2E+Pajaud%27&current_record=2
Lithograph,Gift of the Arts Council,Friday Night,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPajaud%5CPajaud%5FFridayNight%2Ejpg,"20"" x 26""",William E. Pajaud,2005.7.1,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+William+E%2E+Pajaud&whereclause=where+maker%3D%27William+E%2E+Pajaud%27+OR+cleanmaker%3D%27William+E%2E+Pajaud%27+OR+maker1%3D%27William+E%2E+Pajaud%27+OR+maker2%3D%27William+E%2E+Pajaud%27+OR+maker3%3D%27William+E%2E+Pajaud%27+OR+maker4%3D%27William+E%2E+Pajaud%27+OR+maker5%3D%27William+E%2E+Pajaud%27&current_record=3
Lithograph,Gift of the Arts Council,Ill Be A Woman Tomorrow,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPajaud%5CPajaud%5FWomanTomorrow%2Ejpg,"26"" x 20""",William E. Pajaud,2005.7.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+William+E%2E+Pajaud&whereclause=where+maker%3D%27William+E%2E+Pajaud%27+OR+cleanmaker%3D%27William+E%2E+Pajaud%27+OR+maker1%3D%27William+E%2E+Pajaud%27+OR+maker2%3D%27William+E%2E+Pajaud%27+OR+maker3%3D%27William+E%2E+Pajaud%27+OR+maker4%3D%27William+E%2E+Pajaud%27+OR+maker5%3D%27William+E%2E+Pajaud%27&current_record=4
Lithograph,Gift of the Arts Council,Hustler,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPajaud%5CPajaud%5FHustler%2Ejpg,"26"" x 20""",William E. Pajaud,2005.7.3,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+William+E%2E+Pajaud&whereclause=where+maker%3D%27William+E%2E+Pajaud%27+OR+cleanmaker%3D%27William+E%2E+Pajaud%27+OR+maker1%3D%27William+E%2E+Pajaud%27+OR+maker2%3D%27William+E%2E+Pajaud%27+OR+maker3%3D%27William+E%2E+Pajaud%27+OR+maker4%3D%27William+E%2E+Pajaud%27+OR+maker5%3D%27William+E%2E+Pajaud%27&current_record=5
Lithograph,Gift of the Arts Council,Main St. Mission,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPajaud%5CPajaud%5FMainStMission%2Ejpg,"26"" x 20""",William E. Pajaud,2005.7.4,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+William+E%2E+Pajaud&whereclause=where+maker%3D%27William+E%2E+Pajaud%27+OR+cleanmaker%3D%27William+E%2E+Pajaud%27+OR+maker1%3D%27William+E%2E+Pajaud%27+OR+maker2%3D%27William+E%2E+Pajaud%27+OR+maker3%3D%27William+E%2E+Pajaud%27+OR+maker4%3D%27William+E%2E+Pajaud%27+OR+maker5%3D%27William+E%2E+Pajaud%27&current_record=6
Lithograph,Gift of the Arts Council,Family,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPajaud%5CPajaud%5FFamily%2Ejpg,"20"" x 26""",William E. Pajaud,2005.7.5,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+William+E%2E+Pajaud&whereclause=where+maker%3D%27William+E%2E+Pajaud%27+OR+cleanmaker%3D%27William+E%2E+Pajaud%27+OR+maker1%3D%27William+E%2E+Pajaud%27+OR+maker2%3D%27William+E%2E+Pajaud%27+OR+maker3%3D%27William+E%2E+Pajaud%27+OR+maker4%3D%27William+E%2E+Pajaud%27+OR+maker5%3D%27William+E%2E+Pajaud%27&current_record=7
Lithograph,Gift of the Arts Council,O.C.'s Honey,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPajaud%5CPajaud%5FOCHoney%2Ejpg,"20"" x 26""",William E. Pajaud,2005.7.6,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+William+E%2E+Pajaud&whereclause=where+maker%3D%27William+E%2E+Pajaud%27+OR+cleanmaker%3D%27William+E%2E+Pajaud%27+OR+maker1%3D%27William+E%2E+Pajaud%27+OR+maker2%3D%27William+E%2E+Pajaud%27+OR+maker3%3D%27William+E%2E+Pajaud%27+OR+maker4%3D%27William+E%2E+Pajaud%27+OR+maker5%3D%27William+E%2E+Pajaud%27&current_record=8
Lithograph,Gift of the Arts Council,Wash Day,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPajaud%5CPajaud%5FWashDay%2Ejpg,"26"" x 20""",William E. Pajaud,2005.7.7,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+William+E%2E+Pajaud&whereclause=where+maker%3D%27William+E%2E+Pajaud%27+OR+cleanmaker%3D%27William+E%2E+Pajaud%27+OR+maker1%3D%27William+E%2E+Pajaud%27+OR+maker2%3D%27William+E%2E+Pajaud%27+OR+maker3%3D%27William+E%2E+Pajaud%27+OR+maker4%3D%27William+E%2E+Pajaud%27+OR+maker5%3D%27William+E%2E+Pajaud%27&current_record=9
Oil on board,Gift of Dr. Joan S. Wallace,Haitian Market,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CHaitian+Market%2Ejpg,"24.5"" H x 20.25"" W x 1.25""",William Edouard Scott,AF199112.50,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+William+Edouard+Scott&whereclause=where+maker%3D%27William+Edouard+Scott%27+OR+cleanmaker%3D%27William+Edouard+Scott%27+OR+maker1%3D%27William+Edouard+Scott%27+OR+maker2%3D%27William+Edouard+Scott%27+OR+maker3%3D%27William+Edouard+Scott%27+OR+maker4%3D%27William+Edouard+Scott%27+OR+maker5%3D%27William+Edouard+Scott%27&current_record=1
engraving on newsprint,"Gift of Friends, The Foundation of the California African American Museum","The Christmas Dinner Gone! Dar now! I done tole you so fust,",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CHarper%27s+Weekly%5CChristmasDinnerGone+copy%2Ejpg,15.75 H x 10.5 W,William Ludwell Sheppard,2007.16.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+William+Ludwell+Sheppard&whereclause=where+maker%3D%27William+Ludwell+Sheppard%27+OR+cleanmaker%3D%27William+Ludwell+Sheppard%27+OR+maker1%3D%27William+Ludwell+Sheppard%27+OR+maker2%3D%27William+Ludwell+Sheppard%27+OR+maker3%3D%27William+Ludwell+Sheppard%27+OR+maker4%3D%27William+Ludwell+Sheppard%27+OR+maker5%3D%27William+Ludwell+Sheppard%27&current_record=1
Printed paper,Gift of Edward T. Garcia,"The Right of Petition; The Power of Congress to Abolish Slavery and the Slave Trade in The District of Columbia; the Implied Faith of the North and the South to Each Other in Forming the Constitution; and the Principles, Purposes, and Prospects of Abolit",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CSlade%5FAbolitionPetition%2Ejpg,"9.875"" H x 6.375"" W",William Slade,2008.3,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+William+Slade&whereclause=where+maker%3D%27William+Slade%27+OR+cleanmaker%3D%27William+Slade%27+OR+maker1%3D%27William+Slade%27+OR+maker2%3D%27William+Slade%27+OR+maker3%3D%27William+Slade%27+OR+maker4%3D%27William+Slade%27+OR+maker5%3D%27William+Slade%27&current_record=1
"Wood, traces of pigment",Gift of Dorothy B. Porter-Wesley,"Headdress, Gelede",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPorter%2DWesley%5CBlue+Gelede+29%2E12%2Ejpg,"12"" x 8"" x 6½""",Yoruba people of Nigeria,AF198510.29.12,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Yoruba+people+of+Nigeria&whereclause=where+maker%3D%27Yoruba+people+of+Nigeria%27+OR+cleanmaker%3D%27Yoruba+people+of+Nigeria%27+OR+maker1%3D%27Yoruba+people+of+Nigeria%27+OR+maker2%3D%27Yoruba+people+of+Nigeria%27+OR+maker3%3D%27Yoruba+people+of+Nigeria%27+OR+maker4%3D%27Yoruba+people+of+Nigeria%27+OR+maker5%3D%27Yoruba+people+of+Nigeria%27&current_record=17
Wood,Gift of Dorothy B. Porter-Wesley,"Divination Board, Ifa",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPorter%2DWesley%5CDivination+tray+29%2E5%2Ejpg,"¾"" x 16½"" diameter",Yoruba people of Nigeria,AF198510.29.5,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Yoruba+people+of+Nigeria&whereclause=where+maker%3D%27Yoruba+people+of+Nigeria%27+OR+cleanmaker%3D%27Yoruba+people+of+Nigeria%27+OR+maker1%3D%27Yoruba+people+of+Nigeria%27+OR+maker2%3D%27Yoruba+people+of+Nigeria%27+OR+maker3%3D%27Yoruba+people+of+Nigeria%27+OR+maker4%3D%27Yoruba+people+of+Nigeria%27+OR+maker5%3D%27Yoruba+people+of+Nigeria%27&current_record=19
