Artwork_Title,date,name,nationality,birth_date,death_date,dimensions_inch,medium,credit_line,object_no,description,image_url
Two Men Shaking Hands,0,F. M. Hutchins,American,0,0,13 x 14 3/4,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.25.10,,http://emuseum.huntington.org/internal/media/dispatcher/28004/resize:format$003dfull
Two Mounted Cowboys,0,Edward Borein,American,1872,1945,8 1/2 x 14,India ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.21.9,,http://emuseum.huntington.org/internal/media/dispatcher/26362/resize:format$003dfull
Two Steers,0,Edward Borein,American,1872,1945,8 9/16 x 11,India ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.21.5,,http://emuseum.huntington.org/internal/media/dispatcher/26358/resize:format$003dfull
Two Studies of the Head of an Old Man,0,Joseph Stella,American,1877,1946,9 1/8 x 11,graphite on brown paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Kenneth Treiman",95.23,,http://emuseum.huntington.org/internal/media/dispatcher/20471/resize:format$003dfull
Two Tigers,1829,Henry Jackson Morton,American,1827,1860,4 1/2 x 7 11/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",88.22,,http://emuseum.huntington.org/internal/media/dispatcher/16193/resize:format$003dfull
Two Women Beneath Tree,0,Alson Skinner Clark,American,1876,1949,6 x 7 7/8,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",87.62,,http://emuseum.huntington.org/internal/media/dispatcher/16192/resize:format$003dfull
Two Women Talking on Street,0,Samuel D. Ehrhart,American,0,0,20 x 24 1/8,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.25.5,,http://emuseum.huntington.org/internal/media/dispatcher/27999/resize:format$003dfull
Two Young Men in an Interior,0,Samuel D. Ehrhart,American,0,0,20 x 27,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",2005.25.2,,http://emuseum.huntington.org/internal/media/dispatcher/27996/resize:format$003dfull
U.S.S. Independence Burning after a Bomb Explosion,1946,Arthur Edwaine Beaumont,American,1890,1978,15 x 20,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Geoffrey C. Beaumont",85.89,,http://emuseum.huntington.org/internal/media/dispatcher/17990/resize:format$003dfull
"Ulleswater, England, April 18, 1908",1908,Joseph Basil Girard,American,1846,1918,5 5/8 x 7 7/16,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.58,,http://emuseum.huntington.org/internal/media/dispatcher/20113/resize:format$003dfull
"Uma-pine, Cayuse Tribe, W.T.",1878,Charles Erskine Wood,American,1852,1944,12 1/2 x 8 5/8,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.49,,http://emuseum.huntington.org/internal/media/dispatcher/16164/resize:format$003dfull
"Umapine, a Cayuse Indian",1878,Charles Erskine Wood,American,1852,1944,12 3/16 x 7 1/16,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.50,,http://emuseum.huntington.org/internal/media/dispatcher/16165/resize:format$003dfull
Untitled (Laurel?),1969,Joseph Cornell,American,1903,1972,12 1/16 x 9 1/16,"on the rough side of a fiberboard panel: photoprint of backyard Quince tree with some light brown and orange staining, paper border stained dark brown, brown and orange, black ink and yellow pencil lines; verso covered with olive colored paper","The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Joseph and Robert Cornell Memorial Foundation",2005.19.3,,http://emuseum.huntington.org/internal/media/dispatcher/26246/resize:format$003dfull
Untitled (Waldo Pierce),0,Don Freeman,American,1908,1978,,2012.5.21,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",2012.5.21,,http://emuseum.huntington.org/internal/media/dispatcher/31090/resize:format$003dfull
Untitled (Waldo Pierce),0,Don Freeman,American,1908,1978,sheet: 18 1/4 x 13 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",2012.5.22,,http://emuseum.huntington.org/internal/media/dispatcher/31092/resize:format$003dfull
Untitled (William Glackens),0,Don Freeman,American,1908,1978,sheet: 18 1/4 x 13 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",2012.5.18,,http://emuseum.huntington.org/internal/media/dispatcher/31083/resize:format$003dfull
Untitled (William Glackens),0,Don Freeman,American,1908,1978,sheet: 18 1/4 x 13 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",2012.5.19,,http://emuseum.huntington.org/internal/media/dispatcher/31085/resize:format$003dfull
Untitled (William Glackens),0,Don Freeman,American,1908,1978,sheet: 18 1/4 x 13 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",2012.5.20,,http://emuseum.huntington.org/internal/media/dispatcher/31087/resize:format$003dfull
Vagabond at Rest,1849,James H. Cafferty,American,1819,1869,8 1/4 x 8 1/4,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.5,,http://emuseum.huntington.org/internal/media/dispatcher/16202/resize:format$003dfull
"Valley Floor, with View of Cathedral Spires",1871,James David Smillie,American,1833,1909,9 x 6 1/4,graphite heightened with Chinese white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",92.22.5,,http://emuseum.huntington.org/internal/media/dispatcher/28303/resize:format$003dfull
Vallombrosa,1847,John Frederick Kensett,American,1816,1872,11 1/2 x 17,graphite on buff paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.48,,http://emuseum.huntington.org/internal/media/dispatcher/18015/resize:format$003dfull
Vaudeville: Two Men,1916,Charles Demuth,American,1883,1935,,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Margery and Maurice Katz",2003.17,"Charles Demuth is best known for his dynamic paintings of fire engines and grain elevators done in a Precisionist style similar to that of Charles Sheeler (whose work is on view elsewhere in this gallery). However, he also loved New York and adopted the city's nightlife as one of his subjects. In Vaudeville: Two Men he used vivid colors and a sensuous, fluid style to depict a painted backdrop and suggest the movement of two dancers from a variety show. A deft stroke of the artist's pencil gives the dancer on the left a witty wink.",http://emuseum.huntington.org/internal/media/dispatcher/21517/resize:format$003dfull
Via Appia,1847,John Frederick Kensett,American,1816,1872,11 5/8 x 17 3/8,graphite on buff paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.47,,http://emuseum.huntington.org/internal/media/dispatcher/18014/resize:format$003dfull
View from Cliff Side,0,Thomas Waterman Wood,American,1823,1903,9 x 5 1/2,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.41,,http://emuseum.huntington.org/internal/media/dispatcher/16224/resize:format$003dfull
View of a Church,0,Charles Erskine Wood,American,1852,1944,5 3/4 x 8 1/2,pastel on paper (book cover),"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.4,,http://emuseum.huntington.org/internal/media/dispatcher/16130/resize:format$003dfull
View of a Classical Temple,0,Charles Erskine Wood,American,1852,1944,9 3/4 x 13 3/8,pastel on gray paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.6,,http://emuseum.huntington.org/internal/media/dispatcher/17968/resize:format$003dfull
View of a Venetian Canal,1924,Charles Erskine Wood,American,1852,1944,12 3/8 x 8 5/8,watercolor and pastel on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.9,,http://emuseum.huntington.org/internal/media/dispatcher/16134/resize:format$003dfull
"View of Corinth and the Acrocorinthus, August 21, 1888",1888,Joseph Basil Girard,American,1846,1918,5 x 8 3/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.24,,http://emuseum.huntington.org/internal/media/dispatcher/20079/resize:format$003dfull
View of Fairmont Park from West Philadelphia,1869,Edmund Walenta,American,0,0,10 1/2 x 14 1/2,"watercolor, brush, black ink, Chinese white and graphite on paper","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.92,,http://emuseum.huntington.org/internal/media/dispatcher/18093/resize:format$003dfull
View of Palm Springs Area,1932,Christian Jorgensen,American,1860,1935,11 x 15,watercolor on paper mounted on board,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",67.65.45,,http://emuseum.huntington.org/internal/media/dispatcher/27936/resize:format$003dfull
View of Ruins,0,John Mackie Falconer,American,1820,1903,5 1/2 x 9,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.18,,http://emuseum.huntington.org/internal/media/dispatcher/16258/resize:format$003dfull
"Views of a House Through Trees, Lakewood, N. J.",1911,Frank Weston Benson,American,1862,1951,7 7/8 x 4 1/2,graphite on gray-green paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",85.87,,http://emuseum.huntington.org/internal/media/dispatcher/16173/resize:format$003dfull
Village Scene and Pine Trees,1908,Joseph Basil Girard,American,1846,1918,sheet: 4 13/16 x 7 7/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Bequest of Jane Louise Hemphill",2008.21.14,,http://emuseum.huntington.org/internal/media/dispatcher/28509/resize:format$003dfull
Waek-Waek (Back and Forth) Walla Walla,1891,Charles Erskine Wood,American,1852,1944,10 x 7,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.46,,http://emuseum.huntington.org/internal/media/dispatcher/16161/resize:format$003dfull
Wah-Wah-O-Be,0,Henry Francis Farny,American,1847,1916,11 1/2 x 8 7/8,pen and black ink on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.43,,http://emuseum.huntington.org/internal/media/dispatcher/16225/resize:format$003dfull
Wanted for Violence,1968,Don Freeman,American,1908,1978,17 7/8 x 14 1/8,pastel crayon and gouache,"Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",2012.32.8,,http://emuseum.huntington.org/internal/media/dispatcher/31601/resize:format$003dfull
"Warner's Old Mill near Tucson, Arizona, October 24, 1901",1901,Joseph Basil Girard,American,1846,1918,4 5/16 x 6 5/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",89.3.49,,http://emuseum.huntington.org/internal/media/dispatcher/20104/resize:format$003dfull
Washington Irving of New York,1858,Jules Emile Saintin,French,1829,1894,3 5/8 x 2 3/4,graphite heightened with white on gray paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.19.2,,http://emuseum.huntington.org/internal/media/dispatcher/16206/resize:format$003dfull
"Waterfall, May 28, 1914",1914,Joseph Basil Girard,American,1846,1918,8 3/4 x 5 5/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.97,,http://emuseum.huntington.org/internal/media/dispatcher/20152/resize:format$003dfull
Waterfront Scene,1940,Karl Knaths,American,1891,1971,13 1/2 x 18,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Margery and Maurice Katz",2007.18.2,,http://emuseum.huntington.org/internal/media/dispatcher/27543/resize:format$003dfull
West Wind in May (Spring Landscape),1940,Charles Ephraim Burchfield,American,1893,1967,28 x 24,watercolor and crayon on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from The Ahmanson Foundation, Gordon and Connie Fish, Charles and Nancy Munger, and the Virginia Steele Scott Foundation",96.21,,http://emuseum.huntington.org/internal/media/dispatcher/20863/resize:format$003dfull
White Crane. Cay-use Indian,1891,Charles Erskine Wood,American,1852,1944,9 15/16 x 7,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",85.44.47,,http://emuseum.huntington.org/internal/media/dispatcher/16162/resize:format$003dfull
"Whitehead Cliffs, Monhegan Island, Maine",1857,Aaron Draper Shattuck,American,1832,1928,12 5/8 x 19,graphite and Chinese white on paper laid down on linen paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.24,,http://emuseum.huntington.org/internal/media/dispatcher/20422/resize:format$003dfull
Will You Tell Me If It's Straight?,1900,Peter Newell,American,1862,1924,11 1/2 x 8 1/4,"gouache en grisaille, pen, black ink and white ink on paper","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.67,,http://emuseum.huntington.org/internal/media/dispatcher/16249/resize:format$003dfull
Wilmington Harbor,1933,Gifford Reynolds Beal,American,1879,1956,9 1/4 x 13 1/2,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Maxine Kurtzman",2005.13,,http://emuseum.huntington.org/internal/media/dispatcher/26306/resize:format$003dfull
