dim,made,prov,title,nationality,artist,birthDate,deathDate,image_url
38-1/4 x 37-5/8 in. (97.2 x 95.6 cm),1932,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Possibilities at Sea,",Swiss,Paul Klee,1879,1940,http://images.nortonsimon.org/viewer/index.php?id=P.1953.067
sheet: 6-3/8 x 4-1/4 in. (16.2 x 10.8 cm); mount:  6-3/4 x 4-1/4 in. (17.1 x 10.8 cm),1909,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Nude, Bending Backwards,",Swiss,Paul Klee,1879,1940,http://images.nortonsimon.org/viewer/index.php?id=P.1953.042
sheet: 5-1/2 x 2-3/4 in. (14.0 x 7.0 cm); mount:  6-7/8 x 3-3/8 in. (17.5 x 8.6 cm),1909,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Nude from Behind, with Cane,",Swiss,Paul Klee,1879,1940,http://images.nortonsimon.org/viewer/index.php?id=P.1953.044
sheet: 7 x 10-7/8 in. (17.8 x 27.6 cm); mount: 7-1/2 x 11-3/8 in. (19.1 x 28.9 cm),1919,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","New Houses,",Swiss,Paul Klee,1879,1940,http://images.nortonsimon.org/viewer/index.php?id=P.1953.029
11-1/8 x 8-5/8 in. (28.26 x 21.91 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.43
image: 7-15/16 x 9-7/8 in.; sheet: 8-5/8 x 11-1/2 in. (image: 20.16 x 25.08 cm; sheet: 21.91 x 29.21 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.42
image: 6-7/8 x 8-13/16 in.; sheet: 8 x 10 in. (image: 17.46 x 22.38 cm; sheet: 20.32 x 25.40 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.41
image: 6-1/8 x 6-13/16 in.; sheet: 7-3/8 x 8-3/8 in. (image: 15.56 x 17.30 cm; sheet: 18.73 x 21.27 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.40
image: 9 x 11-3/4 in.; 13-3/8 x 19-1/8 in. (image: 22.86 x 29.85 cm; sheet: 33.97 x 48.58 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.4
image: 2-5/8 x 8 in.; sheet: 7-1/8 x 11-1/8 in. (image: 6.67 x 20.32 cm; sheet: 18.10 x 28.26 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.39
image: 7 x 8-7/8 in.; sheet: 9-1/2 x 12-1/2 in. (image: 17.78 x 22.54 cm; sheet: 24.13 x 31.75 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.31
image: 7 x 8-7/8 in.; sheet: 9-1/8 x 11-1/2 in. (image: 17.78 x 22.54 cm; sheet: 23.18 x 29.21 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.29
image: 8-7/8 x 7 in.; sheet: 11-5/8 x 9-1/4 in (image: 22.54 x 17.78 cm; sheet: 29.53 x 23.50 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.28
image: 4 x 9 in.; sheet: 9 x 11-7/8 in. (image: 10.16 x 22.86 cm; sheet: 22.86 x 30.16 cm),1962,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.26
image: 9 x 11-3/4 in.; sheet: 13-1/4 x 20 in. (image: 22.86 x 29.85 cm; sheet: 33.66 x 50.8 cm),0,"Norton Simon Museum, Gift of James Byrnes in memory of Barbara Byrnes, his lifelong partner and co-worker","Untitled,",American,Ynez Johnston,1920,0,http://images.nortonsimon.org/viewer/index.php?id=P.2007.4.2
Paper: 22-1/2 x 16-1/2 in. (57.15 cm. x 41.91); Image: 21-3/4 x 15-3/4 in. (55.25 x 40.01 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1967","A Pythagorean Notebook XVII,",American,Alfred Jensen,1903,1981,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.127
Paper: 22-1/2 x 16-1/2 in. (57.15 cm. x 41.91); Image: 20-3/4 x 15-3/4 in. (52.71 x 40.01 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1967","A Pythagorean Notebook VI,",American,Alfred Jensen,1903,1981,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.050
7-1/8 x 5-1/2 in. (18.1 x 14.0 cm),1918,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Venice,",Russian,Andrei N. Jawlensky,1902,1984,
sheet: 22-3/8 x 15-1/2 in. (56.8 x 39.4 cm); mount: 22-7/8 x 15-7/8 in. (58.1 x 40.3 cm),1918,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Path to Siberia,",Russian,Andrei N. Jawlensky,1902,1984,
5-1/2 x 7-1/8 in. (14.0 x 18.1 cm),1918,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Lausanne,",Russian,Andrei N. Jawlensky,1902,1984,
19-5/8 x 15-1/4 in. (49.8 x 38.7 cm),1910,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Flowers,",Russian,Andrei N. Jawlensky,1902,1984,
16-3/4 x 12-3/4 in. (42.5 x 32.4 cm),1927,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Abstract Head: Winter Ringing,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.105
8-1/4 x 6-1/4 in. (21.0 x 15.9 cm),1921,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Abstract Head: Small Head on Wood,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.149
16-3/4 x 12-7/8 in. (42.5 x 32.7 cm),1923,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Abstract Head: Life and Death,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.078
16-1/2 x 12-7/8 in. (41.9 x 32.7 cm);,1928,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Abstract Head: Inner Vision - Red-Black,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.104
Image: 6-1/2  x 9-5/8 in. (16.5 x 24.4 cm); Paper: 7 x 10 in. (17.8 x 25.4 cm),1970,"Norton Simon Museum, Gift of the Artist","Penitentiary Inmate, Lincoln, Nebraska,",American,Keith Jacobshagen,1941,0,http://images.nortonsimon.org/viewer/index.php?id=PH.1970.030
7 x 5-1/2 in. (17.8 x 14.0 cm),1932,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Abstract Head: Contained,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.106
Image: 6-1/2 x 9-3/8 in. (16.5 x 23.8 cm); Paper: 7 x 10-1/8 in (17.8 x 25.7),1968,"Norton Simon Museum, Gift of the Artist","Long Beach, CA  (Duck in Pool),",American,Keith Jacobshagen,1941,0,http://images.nortonsimon.org/viewer/index.php?id=PH.1970.029
Image: 6-1/2 x 9-1/2 in. (16.5 x 24.1 cm.); Paper: 7 x 10-1/8 in. (17.8 x 25.7 cm.),1968,"Norton Simon Museum, Gift of the Artist","Fire, Downtown Los Angeles,",American,Keith Jacobshagen,1941,0,http://images.nortonsimon.org/viewer/index.php?id=PH.1970.028
60 in. diameter (152.4 cm); white metal arm: 20 x 8-3/8 in. (50.8 x 21.3 cm),1968,"Norton Simon Museum, Gift of Mr. and Mrs. Eugene M. Schwartz","Untitled,",American,Robert Irwin,1928,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.132
83-1/8 x 83-1/4 in. (211.1 x 211.5 cm),1962,"Norton Simon Museum, Gift of the Artist","Untitled,",American,Robert Irwin,1928,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.096
54 in. diameter (137.2 cm),1967,"Norton Simon Museum, Museum Purchase, Fellows Acquisition Fund","Untitled,",American,Robert Irwin,1928,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.065
comp: 1-1/8 x 3/4 in. (2.9 x 1.9 cm); sheet: 9-1/4 x 7 in. (23.5 x 17.8 cm),1924,"Norton Simon Museum, The Blue Four Galka Scheyer Collection Archives","Abstract Head,",Russian,Alexei Jawlensky,1864,1941,
comp: 1-3/8 x 1-1/8 in. (3.5 x 2.9 cm); sheet: 8-5/8 x 8-5/8 in. (21.9 x 21.9 cm),1924,"Norton Simon Museum, The Blue Four Galka Scheyer Collection Archives","Abstract Head,",Russian,Alexei Jawlensky,1864,1941,
comp: 4-3/8 x 2-3/4 in. (11 x 7 cm); sheet: 10-7/8 x 8-1/8 in. (27.5 x 20.7 cm),1922,"Norton Simon Museum, The Blue Four Galka Scheyer Collection Archives","Abstract Head,",Russian,Alexei Jawlensky,1864,1941,
comp: 11 3/4 x 7 1/8 in. (29.8 x 18.1 cm); sheet: 12 1/4 x 9 1/2 in. (31.1 x 24.1 cm),1922,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Abstract Head,",Russian,Alexei Jawlensky,1864,1941,
14-1/8 x 10-7/8 in. (35.9 x 27.6 cm),1919,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Astonishment,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.570
5-5/8 x 4-1/2 in. (14.3 x 11.4 cm),1932,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Abstract Head,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.107
7-1/8 x 5-1/2 in. (18.1 x 14.0 cm),1923,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Abstract Head,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.090
13 x 17-5/8 in. (33.02 x 44.8 cm),1909,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","White Cloud,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.136
7 x 5-1/2 in. (17.8 x 14.0 cm),1922,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Woman's Head: Faith,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.143
comp: 3-7/8 x 2-3/4 in. (9.8 x 7.0 cm); sheet: 10-3/8 x 8 in. (26.4 x 20.3 cm),1922,"Norton Simon Museum, The Blue Four Galka Scheyer Collection Archives","Abstract Head,",Russian,Alexei Jawlensky,1864,1941,
13 x 16-1/8 in. (33.0 x 41.0 cm),1909,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Floating Cloud,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.568
21 x 19-1/4 in. (53.3 x 48.9 cm),1912,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Fiery Head,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.083
20-7/8 x 19-3/8 in. (53.0 x 49.2 cm),1914,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Black Tree - Bordighera,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.571
21 x 19-1/2 in. (53.3 x 49.5 cm),1912,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Feather Hat - Olga,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.080
14-3/8 x 10-3/4 in. (36.5 x 27.3 cm),1919,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Fallen Angel,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.159
10-5/8 x 14-1/4 in. (27.0 x 36.2 cm),1914,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Cornfield,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.567
6-3/4 x 5-3/8 in. (17.1 x 13.7 cm),1928,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Bust of a Woman,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.582
comp: 3-1/8 x 2-3/8 in. (7.9 x 6.0 cm); sheet: 8-1/4 x 6-1/2 in. (21.0 x 16.5 cm),1928,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Cold, Cold,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.586
27-1/4 x 20-1/8 in. (69.2 x 51.1 cm),1910,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Child with Doll,",Russian,Alexei Jawlensky,1864,1941,"http://images.nortonsimon.org/viewer/index.php?id=P.1953.086a,b"
21 x 19-1/4 in. (53.3 x 48.9 cm),1911,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Blossoming Girl,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.085
21-1/8 x 19-3/8 in. (53.7 x 49.2 cm),1911,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Blonde,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.566
12-7/8 x 9-7/8 in. (32.7 x 25.1 cm),1914,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Village,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.093
14-1/8 x 10-3/4 in. (36.0 x 27.3 cm),1918,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Wind,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.092
14-3/8 x 10-1/2 in. (36.5 x 26.7 cm),1918,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Tragic,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.133
14-1/4 x 10-3/4 in. (36.2 x 27.3 cm),1916,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Summer Blessing,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.139
3 5/8 x 6 3/8 in. (9.2 x 16.2 cm),1923,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Galka in the Bag,",Russian,Alexei Jawlensky,1864,1941,
14-3/8 x 10-3/4 in. (36.5 x 27.3 cm),1918,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Ours,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.140
14-3/8 x 10-5/8 in. (36.5 x 27.0 cm),1919,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Overture,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.132
13-7/8 x 10-3/8 in. (35.2 x 26.4 cm),1916,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Spring Evening,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.128
14-1/8 x 10-5/8 in. (36.0 x 27.0 cm),1916,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Snow,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.091
14-3/8 x 10-5/8 in. (36.5 x 27.0 cm),1918,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Mourning,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.125
15 x 10-3/8 in. (38.1 x 26.4 cm),1915,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Mountain and Lake,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.075
14-1/4 x 10-3/4 in. (36.2 x 27.3 cm),1915,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Mount Sinai,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.098
13-7/8 x 10-3/4 in. (35.2 x 27.3 cm),1918,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Menacing Expectation,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.134
comp: 3-1/8 x 1-3/4 in. (7.9 x 4.4 cm); sheet: 10-7/8 x 8-3/8 in. (27.6 x 21.3 cm),1920,"Norton Simon Museum, The Blue Four Galka Scheyer Collection Archives","Head,",Russian,Alexei Jawlensky,1864,1941,
comp: 11-3/4 x 7-1/2 in. (29.8 x 19.1 cm); sheet: 16-1/2 x 14-1/4 in. (41.9 x 36.2 cm),1921,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Head II,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.076
comp: 7 x 4-3/4 in. (17.8 x 12.1 cm); sheet: 18-1/4 x 11-5/8 in. (46.4 x 29.5 cm),1921,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Head,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.116
4-3/8 x 2-3/4 in. (11.2 x 7 cm),1918,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Girl with Open Eyes,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.592
comp: 5-3/8 x 3-5/8 in. (13.7 x 9.2 cm); sheet: 6-1/8 x 4-1/2 in. (15.6 x 11.4 cm),1923,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Head,",Russian,Alexei Jawlensky,1864,1941,
18-1/4 x 14-7/8 in. (46.4 x 37.8 cm),1912,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Head,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.151
sheet: 4-3/4 x 3-1/8 in. (12.2 x 8 cm); mount:  8-1/2 x 5-1/2 in. (21.5 x 14 cm),1918,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Girl with Long Lashes, Open Eyes,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.593
4-3/8 x 3-1/4 in. (11.2 x 8.4 cm),1918,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Girl with Long Lashes, Closed Eyes,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.601
18-3/8 x 15 in. (46.7 x 38.1 cm),1912,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Girl with Doll,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.089
12-1/4 x 7-5/8 in. (31.1 x 19.4 cm),1921,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Girl with Buns,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.577
comp: 1 x 3/4 in. (2.5 x 1.9 cm); sheet: 3-1/2 x 8-1/2 in. ( 8.9 x 21.6 cm),1924,"Norton Simon Museum, The Blue Four Galka Scheyer Collection Archives","Galka in the Bag,",Russian,Alexei Jawlensky,1864,1941,
14-1/8 x 10-5/8 in. (35.9 x 27.0 cm),1919,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Hymn,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.135
14 x 10-5/8 in. (35.6 x 27.0 cm),1919,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Light Mist,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.113
14-1/4 x 10-3/4 in. (36.2 x 27.3 cm),1915,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Garden Path,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.130
14-1/4 x 10-5/8 in. (36.2 x 27.0 cm),1918,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Festival II,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.094
14-3/8 x 10-5/8 in. (36.5 x 27.0 cm),1919,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Falling,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.138
13-7/8 x 10-3/8 in. (35.2 x 26.4 cm),1916,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Evening,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.141
19-1/4 x 12-1/8 in. (48.8 x 30.8 cm),1912,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Head in Profile,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.088
14-1/8 x 10-5/8 in. (36.0 x 27.0 cm),1916,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Easter,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.126
14-1/8 x 10-5/8 in. (36 x 27 cm),1915,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Christmas,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.096
12-1/4 x 9-7/8 in. (31.1 x 25.1 cm),1915,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Blue Fairy Tale,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.127
14-1/4 x 10-5/8 in. (36.2 x 27.0 cm),1918,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Atoms,",Russian,Alexei Jawlensky,1864,1941,http://images.nortonsimon.org/viewer/index.php?id=P.1953.131
